"","L","R"
"4896","timp2a","itgb1b"
"4897","timp2a","itgb1b.1"
"4898","tnc","cntn1b"
"4899","tnc","cntn1a"
"4900","TNC","cntn1b"
"4901","TNC","cntn1a"
"4902","tnc","egfra"
"4903","tnc","LO018309.1"
"4904","TNC","egfra"
"4905","TNC","LO018309.1"
"4906","tnc","CABZ01072242.1"
"4907","TNC","CABZ01072242.1"
"4908","tnc","ptprb"
"4909","TNC","ptprb"
"4910","tnc","ptprz1b"
"4911","tnc","ptprz1a"
"4912","TNC","ptprz1b"
"4913","TNC","ptprz1a"
"4914","tor2a","atp5f1b"
"4915","ucn3l","crfb4"
"4918","vaspa","cxcr2"
"4919","vaspb","cxcr2"
"4920","vcam1b","itga9"
"4921","vcana","cd44a"
"4922","vcana","cd44b"
"4923","vcanb","cd44a"
"4924","vcanb","cd44b"
"4925","vcana","egfra"
"4926","vcana","LO018309.1"
"4927","vcanb","egfra"
"4928","vcanb","LO018309.1"
"4929","vcana","itgb1a"
"4930","vcana","itgb1b.2"
"4931","vcana","itgb1b"
"4932","vcana","itgb1b.1"
"4933","vcanb","itgb1a"
"4934","vcanb","itgb1b.2"
"4935","vcanb","itgb1b"
"4936","vcanb","itgb1b.1"
"4937","vcana","selp"
"4938","vcanb","selp"
"4939","vcana","tlr2"
"4940","vcanb","tlr2"
"4941","vegfaa","gpc1a"
"4942","vegfaa","gpc1b"
"4943","vegfab","gpc1a"
"4944","vegfab","gpc1b"
"4945","vegfd","itga9"
"4946","vegfd","nrp2a"
"4947","vegfd","nrp2b"
"4948","vim","cd44a"
"4949","vim","cd44b"
"4950","viml","cd44a"
"4951","viml","cd44b"
"4952","vtna","itgb6"
"4953","vtnb","itgb6"
"4954","vtna","zgc:113337"
"4955","vtna","zgc:172122"
"4956","vtna","sc:d189"
"4957","vtna","si:ch211-214p13.3"
"4958","vtna","si:ch211-222f23.6"
"4959","vtna","si:ch211-141e20.2"
"4960","vtna","si:ch73-22o12.1"
"4961","vtna","pvrl2l"
"4962","vtnb","zgc:113337"
"4963","vtnb","zgc:172122"
"4964","vtnb","sc:d189"
"4965","vtnb","si:ch211-214p13.3"
"4966","vtnb","si:ch211-222f23.6"
"4967","vtnb","si:ch211-141e20.2"
"4968","vtnb","si:ch73-22o12.1"
"4969","vtnb","pvrl2l"
"4970","wnt1","fzd1"
"4971","wnt1","fzd10"
"4972","wnt1","fzd2"
"4973","wnt1","fzd4"
"4974","wnt1","lrp6"
"4975","wnt1","ror2"
"4976","wnt10a","fzd1"
"4977","wnt10a","fzd5"
"4978","wnt10a","fzd8a"
"4979","wnt10a","fzd8b"
"4980","wnt10b","fzd7a"
"4981","wnt10b","fzd7b"
"4982","wnt11","fzd8a"
"4983","wnt11","fzd8b"
"4984","wnt16","fzd2"
"4985","wnt16","lrp5"
"4986","wnt2","fzd1"
"4987","wnt2","fzd2"
"4988","wnt2","fzd3b"
"4989","wnt2","fzd3a"
"4990","wnt2","fzd4"
"4991","wnt2","fzd5"
"4992","wnt2","fzd7a"
"4993","wnt2","fzd7b"
"4994","wnt2","fzd8a"
"4995","wnt2","fzd8b"
"4996","wnt2","fzd9b"
"4997","wnt2","fzd9a"
"4998","wnt2bb","fzd4"
"4999","wnt2bb","fzd7a"
"5000","wnt2bb","fzd7b"
"5001","wnt3","fzd1"
"5002","wnt3","fzd7a"
"5003","wnt3","fzd7b"
"5004","wnt3a","fzd1"
"5005","wnt3a","fzd10"
"5006","wnt3a","fzd2"
"5007","wnt3a","fzd5"
"5008","wnt3a","fzd7a"
"5009","wnt3a","fzd7b"
"5010","wnt3a","fzd8a"
"5011","wnt3a","fzd8b"
"5012","wnt3a","lrp1aa"
"5013","wnt3a","lrp1ab"
"5014","wnt3a","lrp6"
"5015","wnt3a","ryk"
"5016","wnt5a","fzd1"
"5017","wnt5a","fzd3b"
"5018","wnt5a","fzd3a"
"5019","wnt5a","fzd5"
"5020","wnt5a","fzd8a"
"5021","wnt5a","fzd8b"
"5022","wnt5a","lrp5"
"5023","wnt5a","mcamb"
"5024","wnt5a","mcama"
"5025","wnt5a","ror1"
"5026","wnt5a","ror2"
"5027","wnt5b","fzd2"
"5028","wnt5b","fzd8a"
"5029","wnt5b","fzd8b"
"5030","wnt6b","fzd7a"
"5031","wnt6b","fzd7b"
"5032","wnt7ab","fzd1"
"5033","wnt7aa","fzd1"
"5034","wnt7ab","fzd10"
"5035","wnt7aa","fzd10"
"5036","wnt7ab","fzd9b"
"5037","wnt7ab","fzd9a"
"5038","wnt7aa","fzd9b"
"5039","wnt7aa","fzd9a"
"5040","wnt7ba","fzd4"
"5041","wnt7bb","fzd4"
"5042","wnt7ba","fzd5"
"5043","wnt7bb","fzd5"
"5044","wnt7ba","fzd8a"
"5045","wnt7ba","fzd8b"
"5046","wnt7bb","fzd8a"
"5047","wnt7bb","fzd8b"
"5048","wnt8a","fzd4"
"5050","wnt8a","fzd5"
"5052","wnt8a","fzd8a"
"5053","wnt8a","fzd8b"
"5056","wnt9a","fzd10"
"5057","wnt9a","fzd4"
"5058","wnt9b","fzd10"
"5059","wnt9b","fzd4"
"5060","wnt9b","fzd5"
"5061","wnt9b","fzd8a"
"5062","wnt9b","fzd8b"
"5063","ybx1","notch1b"
"5064","ybx1","notch1a"
"5065","zp3e","FO907089.1"
"5066","zp3e","chrna7"
"5067","zp3","FO907089.1"
"5068","zp3","chrna7"
"5069","zp3.2","FO907089.1"
"5070","zp3.2","chrna7"
"5071","zp3b","FO907089.1"
"5072","zp3b","chrna7"
"5073","zp3a.1","FO907089.1"
"5074","zp3a.1","chrna7"
"5077","zp3a.2","FO907089.1"
"5078","zp3a.2","chrna7"
"5079","zp3e","egfra"
"5080","zp3e","LO018309.1"
"5081","zp3","egfra"
"5082","zp3","LO018309.1"
"5083","zp3.2","egfra"
"5084","zp3.2","LO018309.1"
"5085","zp3b","egfra"
"5086","zp3b","LO018309.1"
"5087","zp3a.1","egfra"
"5088","zp3a.1","LO018309.1"
"5091","zp3a.2","egfra"
"5092","zp3a.2","LO018309.1"
