"","L","R"
"3779","hrasb","agtr1b"
"3780","hrasb","agtr1a"
"3781","hrasa","cav1"
"3782","hrasb","cav1"
"3783","hrasa","insra"
"3784","hrasa","insrb"
"3785","hrasb","insra"
"3786","hrasb","insrb"
"3787","hsp90aa1.1","cftr"
"3788","hsp90aa1.2","cftr"
"3789","hsp90aa1.1","egfra"
"3790","hsp90aa1.1","LO018309.1"
"3791","hsp90aa1.2","egfra"
"3792","hsp90aa1.2","LO018309.1"
"3793","hsp90aa1.1","fgfr3"
"3794","hsp90aa1.2","fgfr3"
"3795","hspg2","itga2.2"
"3796","hspg2","itga2.3"
"3797","hspg2","itga2.1"
"3798","hspg2","itgb1a"
"3799","hspg2","itgb1b.2"
"3800","hspg2","itgb1b"
"3801","hspg2","itgb1b.1"
"3802","si:ch211-66e2.3","si:dkey-61f9.1"
"3804","si:ch211-66e2.3","si:cabz01007816.2"
"3805","si:ch211-66e2.3","CT030017.2"
"3806","si:ch211-66e2.3","si:ch211-283g2.2"
"3807","si:ch211-66e2.3","asgrl2"
"3808","si:ch211-66e2.3","si:ch211-283g2.3"
"3809","si:ch211-66e2.3","BX640512.3"
"3810","si:ch211-66e2.3","asgrl1"
"3811","si:ch73-208g10.1","si:dkey-61f9.1"
"3813","si:ch73-208g10.1","si:cabz01007816.2"
"3814","si:ch73-208g10.1","CT030017.2"
"3815","si:ch73-208g10.1","si:ch211-283g2.2"
"3816","si:ch73-208g10.1","asgrl2"
"3817","si:ch73-208g10.1","si:ch211-283g2.3"
"3818","si:ch73-208g10.1","BX640512.3"
"3819","si:ch73-208g10.1","asgrl1"
"3820","sc:d0202","si:dkey-61f9.1"
"3822","sc:d0202","si:cabz01007816.2"
"3823","sc:d0202","CT030017.2"
"3824","sc:d0202","si:ch211-283g2.2"
"3825","sc:d0202","asgrl2"
"3826","sc:d0202","si:ch211-283g2.3"
"3827","sc:d0202","BX640512.3"
"3828","sc:d0202","asgrl1"
"3838","icam3","si:dkey-61f9.1"
"3840","icam3","si:cabz01007816.2"
"3841","icam3","CT030017.2"
"3842","icam3","si:ch211-283g2.2"
"3843","icam3","asgrl2"
"3844","icam3","si:ch211-283g2.3"
"3845","icam3","BX640512.3"
"3846","icam3","asgrl1"
"3847","si:ch211-74m13.1","si:dkey-61f9.1"
"3849","si:ch211-74m13.1","si:cabz01007816.2"
"3850","si:ch211-74m13.1","CT030017.2"
"3851","si:ch211-74m13.1","si:ch211-283g2.2"
"3852","si:ch211-74m13.1","asgrl2"
"3853","si:ch211-74m13.1","si:ch211-283g2.3"
"3854","si:ch211-74m13.1","BX640512.3"
"3855","si:ch211-74m13.1","asgrl1"
"3856","si:ch211-66e2.5","si:dkey-61f9.1"
"3858","si:ch211-66e2.5","si:cabz01007816.2"
"3859","si:ch211-66e2.5","CT030017.2"
"3860","si:ch211-66e2.5","si:ch211-283g2.2"
"3861","si:ch211-66e2.5","asgrl2"
"3862","si:ch211-66e2.5","si:ch211-283g2.3"
"3863","si:ch211-66e2.5","BX640512.3"
"3864","si:ch211-66e2.5","asgrl1"
"3928","igsf11","jam2b"
"3929","igsf11","jam2a"
"3930","igsf11","vsig8b"
"3931","igsf11","si:dkey-22i16.9"
"3932","igsf11","BX927333.1"
"3933","igsf11","CABZ01039304.1"
"3934","dhh","boc"
"3935","dhh","cdon"
"3936","dhh","ptch2"
"3955","il16","grin2db"
"3956","il16","grin2da"
"3957","il16","KCNJ10"
"3958","il16","kcnj10a"
"3959","il16","KCNJ15"
"3960","il1rapl1b","ptprdb"
"3961","il1rapl1b","PTPRD"
"3962","il1rapl1b","ptprfb"
"3963","inhbab","ACVR1C"
"3964","inhbaa","ACVR1C"
"3965","inhbab","CU927890.1"
"3966","inhbaa","CU927890.1"
"3967","inhbab","tgfbr3"
"3968","inhbaa","tgfbr3"
"3969","inhbb","ACVR1C"
"3970","INHBB","ACVR1C"
"3971","ins","igf1ra"
"3972","ins","igf1rb"
"3973","insb","igf1ra"
"3974","insb","igf1rb"
"3975","ins","lrp2a"
"3976","insb","lrp2a"
"3977","itgav","thy1"
"3978","itgav","si:dkeyp-69c1.7"
"3979","itgb2","thy1"
"3980","itgb2","si:dkeyp-69c1.7"
"3981","jam2b","f11r.2"
"3982","jam2b","f11r.1"
"3983","jam2a","f11r.2"
"3984","jam2a","f11r.1"
"3985","kiss1","mmp24"
"4018","CABZ01065423.1","dag1"
"4019","CABZ01092781.1","dag1"
"4020","lama2","dag1"
"4021","si:ch211-241e1.3","sdc2"
"4022","lama3","sdc2"
"4023","lama5","bcam"
"4024","lama5","CABZ01024501.1"
"4025","ptgdsb.1","lmbr1l"
"4026","ptgdsb.2","lmbr1l"
"4027","zgc:153704","lmbr1l"
"4028","ptgdsb.1","lrp2a"
"4029","ptgdsb.2","lrp2a"
"4030","zgc:153704","lrp2a"
"4031","si:dkey-22f5.9","ghsra"
"4032","si:dkey-22f5.9","ghsrb"
"4033","lgals3b","BX682234.1"
"4034","lgals3b","si:ch211-193e13.5"
"4035","lgals3b","si:dkey-26c10.5"
"4036","lgals3b","si:ch211-170d8.8"
"4037","si:dkey-95h12.2","BX682234.1"
"4038","si:dkey-95h12.2","si:ch211-193e13.5"
"4039","si:dkey-95h12.2","si:dkey-26c10.5"
"4040","si:dkey-95h12.2","si:ch211-170d8.8"
"4041","lgals3b","itgb1a"
"4042","lgals3b","itgb1b.2"
"4043","lgals3b","itgb1b"
"4044","lgals3b","itgb1b.1"
"4045","si:dkey-95h12.2","itgb1a"
"4046","si:dkey-95h12.2","itgb1b.2"
"4047","si:dkey-95h12.2","itgb1b"
"4048","si:dkey-95h12.2","itgb1b.1"
"4049","si:dkey-14d8.20","itgb1a"
"4050","si:dkey-14d8.20","itgb1b.2"
"4051","si:dkey-14d8.20","itgb1b"
"4052","si:dkey-14d8.20","itgb1b.1"
"4053","lgals3b","cd44a"
"4054","lgals3b","cd44b"
"4055","si:dkey-95h12.2","cd44a"
"4056","si:dkey-95h12.2","cd44b"
"4057","si:ch211-10a23.2","cd44a"
"4058","si:ch211-10a23.2","cd44b"
"4059","si:ch211-191d15.2","adam11"
"4060","lgi1a","adam11"
"4061","lgi1b","adam11"
"4062","si:ch211-191d15.2","adam22"
"4063","lgi1a","adam22"
"4064","lgi1b","adam22"
"4065","si:ch211-191d15.2","adam23a"
"4066","lgi1a","adam23a"
"4067","lgi1b","adam23a"
"4068","si:ch211-191d15.2","rtn4r"
"4069","lgi1a","rtn4r"
"4070","lgi1b","rtn4r"
"4071","lgi2b","adam11"
"4072","lgi2a","adam11"
"4073","lgi2b","adam22"
"4074","lgi2a","adam22"
"4075","lgi2b","adam23a"
"4076","lgi2a","adam23a"
"4077","lgi3","adam22"
"4078","lgi3","adam23a"
"4079","lgi3","flot1a"
"4080","lgi3","flot1b"
"4081","lgi3","stx1a"
"4091","lin7c","htr2cl1"
"4092","lin7c","htr2cl2"
"4093","lipca","lrp1aa"
"4094","lipca","lrp1ab"
"4095","lipcb","lrp1aa"
"4096","lipcb","lrp1ab"
"4097","lpl","lrp1aa"
"4098","lpl","lrp1ab"
"4099","LPL","lrp1aa"
"4100","LPL","lrp1ab"
"4101","lpl","lrp2a"
"4102","LPL","lrp2a"
"4103","lpl","vldlr"
"4104","LPL","vldlr"
"4105","zgc:172282","zgc:172282"
"4106","lrfn5a","lrfn5a"
"4107","lrpap1","si:dkey-258f14.3"
"4108","lrpap1","si:dkey-258f14.7"
"4109","lrpap1","lrp2a"
"4110","lrpap1","lrp8"
"4111","lrpap1","sorl1"
"4112","lrpap1","sort1b"
"4113","lrpap1","sort1a"
"4114","lrpap1","vldlr"
"4115","lrrc4bb","ptprdb"
"4116","lrrc4bb","PTPRD"
"4117","lrrc4ba","ptprdb"
"4118","lrrc4ba","PTPRD"
"4119","ltbp1","itgb5"
"4120","FP102018.1","itgb5"
"4121","ly86","cd180"
"4122","matn1","itga1"
"4123","matn1","itgb1a"
"4124","matn1","itgb1b.2"
"4125","matn1","itgb1b"
"4126","matn1","itgb1b.1"
"4127","zmp:0000000729","cd248a"
"4128","zmp:0000000729","cd248b"
"4129","col7a1","cd248a"
"4130","col7a1","cd248b"
"4131","hbl2","cd248a"
"4132","hbl2","cd248b"
"4133","mbl2","cd248a"
"4134","mbl2","cd248b"
"4135","hbl4","cd248a"
"4136","hbl4","cd248b"
"4137","mcamb","mcamb"
"4138","mcamb","mcama"
"4139","mcama","mcamb"
"4140","mcama","mcama"
"4141","mdkb","itga4"
"4142","mdka","itga4"
"4143","mdkb","itga6l"
"4144","mdkb","itga6b"
"4145","mdkb","itga6a"
"4146","mdkb","CU469503.1"
"4147","mdka","itga6l"
"4148","mdka","itga6b"
"4149","mdka","itga6a"
"4150","mdka","CU469503.1"
"4151","mdkb","itgb1a"
"4152","mdkb","itgb1b.2"
"4153","mdkb","itgb1b"
"4154","mdkb","itgb1b.1"
"4155","mdka","itgb1a"
"4156","mdka","itgb1b.2"
"4157","mdka","itgb1b"
"4158","mdka","itgb1b.1"
"4159","mdkb","lrp1aa"
"4160","mdkb","lrp1ab"
"4161","mdka","lrp1aa"
"4162","mdka","lrp1ab"
"4163","mdkb","si:ch73-281k2.5"
"4164","mdka","si:ch73-281k2.5"
"4165","mdkb","CABZ01080702.1"
"4166","mdka","CABZ01080702.1"
"4167","mdkb","sdc4"
"4168","mdka","sdc4"
"4169","mdkb","tspan1"
"4170","mdka","tspan1"
"4171","meltf","plg"
"4172","mfge8b","itgav"
"4173","mfge8a","itgav"
"4174","mfge8b","itgb3b"
"4175","mfge8b","itgb3a"
"4176","mfge8a","itgb3b"
"4177","mfge8a","itgb3a"
"4178","mfge8b","pdgfrb"
"4179","mfge8a","pdgfrb"
"4180","mfng","notch1b"
"4181","mfng","notch1a"
"4182","mfng","si:ch73-281k2.5"
"4183","mia","cdh7a"
"4184","mia","cdh7b"
"4185","mif","cd74a"
"4186","mif","cd74b"
"4187","mif","cxcr2"
"4188","mif","cxcr4b"
"4189","mif","cxcr4a"
"4190","LO018336.1","itga2.2"
"4191","LO018336.1","itga2.3"
"4192","LO018336.1","itga2.1"
"4193","mmp13a","itga2.2"
"4194","mmp13a","itga2.3"
"4195","mmp13a","itga2.1"
"4199","mmp2","sdc2"
"4200","mmp20a","cd151l"
"4201","mmp20a","cd151"
"4202","mmp20a","cd44a"
"4203","mmp20a","cd44b"
"4204","mmp20a","erbb4a"
"4205","mmp20a","ERBB4"
"4206","mmp9","cd44a"
"4207","mmp9","cd44b"
"4208","mmp9","ephb2a"
"4209","mmp9","ephb2b"
"4210","mmrn2b","cd248a"
"4211","mmrn2b","cd248b"
"4212","mmrn2a","cd248a"
"4213","mmrn2a","cd248b"
"4214","si:ch1073-70f20.1","ccr2"
"4215","si:ch1073-70f20.1","ccr11.1"
"4217","MSMP","ccr2"
"4218","MSMP","ccr11.1"
"4220","myl9b","BX682234.1"
"4221","myl9b","si:ch211-193e13.5"
"4222","myl9b","si:dkey-26c10.5"
"4223","myl9b","si:ch211-170d8.8"
"4224","myl9a","BX682234.1"
"4225","myl9a","si:ch211-193e13.5"
"4226","myl9a","si:dkey-26c10.5"
"4227","myl9a","si:ch211-170d8.8"
"4228","myoc","fzd1"
"4229","myoc","fzd10"
"4230","myoc","fzd3b"
"4231","myoc","fzd3a"
"4232","myoc","fzd4"
"4233","myoc","fzd7a"
"4234","myoc","fzd7b"
"4235","ncam1a","fgfr1a"
"4236","ncam1a","fgfr1b"
"4237","ncam1a","fgfr1bl"
"4238","ncam1b","fgfr1a"
"4239","ncam1b","fgfr1b"
"4240","ncam1b","fgfr1bl"
"4241","ncam1a","gfra1b"
"4242","ncam1a","gfra1a"
"4243","ncam1b","gfra1b"
"4244","ncam1b","gfra1a"
"4245","ncam1a","ptprz1b"
"4246","ncam1a","ptprz1a"
"4247","ncam1b","ptprz1b"
"4248","ncam1b","ptprz1a"
"4249","si:dkey-15j16.3","cadm3"
"4250","si:dkey-15j16.6","cadm3"
"4251","nectin1b","cadm3"
"4252","nectin1a","cadm3"
"4253","si:dkey-15j16.3","si:ch1073-15f19.2"
"4254","si:dkey-15j16.6","si:ch1073-15f19.2"
"4255","nectin1b","si:ch1073-15f19.2"
"4256","nectin1a","si:ch1073-15f19.2"
"4257","si:dkey-15j16.3","CR936977.2"
"4258","si:dkey-15j16.3","nectin3b"
"4259","si:dkey-15j16.6","CR936977.2"
"4260","si:dkey-15j16.6","nectin3b"
"4261","nectin1b","CR936977.2"
"4262","nectin1b","nectin3b"
"4263","nectin1a","CR936977.2"
"4264","nectin1a","nectin3b"
"4265","si:dkey-15j16.3","nectin4a"
"4266","si:dkey-15j16.3","nectin4b"
"4267","si:dkey-15j16.6","nectin4a"
"4268","si:dkey-15j16.6","nectin4b"
"4269","nectin1b","nectin4a"
"4270","nectin1b","nectin4b"
"4271","nectin1a","nectin4a"
"4272","nectin1a","nectin4b"
"4273","zgc:113337","si:ch1073-15f19.2"
"4274","zgc:172122","si:ch1073-15f19.2"
"4275","sc:d189","si:ch1073-15f19.2"
"4276","si:ch73-22o12.1","si:ch1073-15f19.2"
"4277","pvrl2l","si:ch1073-15f19.2"
"4303","CR936977.2","cadm1a"
"4304","CR936977.2","cadm1b"
"4305","nectin3b","cadm1a"
"4306","nectin3b","cadm1b"
"4307","CR936977.2","cadm3"
"4308","nectin3b","cadm3"
"4319","CR936977.2","CR936977.2"
"4320","CR936977.2","nectin3b"
"4321","nectin3b","CR936977.2"
"4322","nectin3b","nectin3b"
"4339","nectin4a","nectin4a"
"4340","nectin4a","nectin4b"
"4341","nectin4b","nectin4a"
"4342","nectin4b","nectin4b"
"4343","nectin4a","zgc:113337"
"4344","nectin4a","zgc:172122"
"4345","nectin4a","sc:d189"
"4346","nectin4a","si:ch211-214p13.3"
"4347","nectin4a","si:ch211-222f23.6"
"4348","nectin4a","si:ch211-141e20.2"
"4349","nectin4a","si:ch73-22o12.1"
"4350","nectin4a","pvrl2l"
"4351","nectin4b","zgc:113337"
"4352","nectin4b","zgc:172122"
"4353","nectin4b","sc:d189"
"4354","nectin4b","si:ch211-214p13.3"
"4355","nectin4b","si:ch211-222f23.6"
"4356","nectin4b","si:ch211-141e20.2"
"4357","nectin4b","si:ch73-22o12.1"
"4358","nectin4b","pvrl2l"
"4359","ngfb","SORCS3"
"4360","ngfb","sorcs3b"
"4361","ngfa","SORCS3"
"4362","ngfa","sorcs3b"
"4363","nid1a","itgav"
"4364","nid1b","itgav"
"4365","nid1a","itgb3b"
"4366","nid1a","itgb3a"
"4367","nid1b","itgb3b"
"4368","nid1b","itgb3a"
"4369","nlgn1","NRXN2"
"4370","nlgn4xb","nrxn1b"
"4371","nlgn4xa","nrxn1b"
"4372","nppa","npr1a"
"4373","nppa","npr1b"
"4374","nppc","npr3"
"4375","npy","npffr2b"
"4376","npy","NPFFR2"
"4377","ntn1a","adora2b"
"4378","ntn1b","adora2b"
"4379","ntn1a","mcamb"
"4380","ntn1a","mcama"
"4381","ntn1b","mcamb"
"4382","ntn1b","mcama"
"4383","ntn1a","neo1b"
"4384","ntn1a","neo1a"
"4386","ntn1b","neo1b"
"4387","ntn1b","neo1a"
"4389","ntn1a","unc5a"
"4390","ntn1b","unc5a"
"4391","ntn1a","unc5b"
"4392","ntn1b","unc5b"
"4393","ntn1a","unc5da"
"4394","ntn1a","unc5db"
"4395","ntn1b","unc5da"
"4396","ntn1b","unc5db"
"4397","ntng2b","lrrc4.1"
"4398","ntng2b","lrrc4.2"
"4399","ntng2a","lrrc4.1"
"4400","ntng2a","lrrc4.2"
"4401","ntrk3b","ptprdb"
"4402","ntrk3b","PTPRD"
"4403","ntrk3a","ptprdb"
"4404","ntrk3a","PTPRD"
"4405","ntrk3b","ptprfb"
"4406","ntrk3a","ptprfb"
"4407","nts","sort1b"
"4408","nts","sort1a"
"4409","nxph2a","nrxn1b"
"4410","nxph2b","nrxn1b"
"4411","omgb","rtn4r"
"4412","omga","rtn4r"
"4413","omgb","rtn4rl1b"
"4414","omgb","rtn4rl1a"
"4415","omga","rtn4rl1b"
"4416","omga","rtn4rl1a"
"4417","apom","ccr2"
"4418","apom","ccr11.1"
"4420","pcsk9","vldlr"
"4421","si:ch211-241b2.5","rgmb"
"4422","pdgfbb","si:ch211-51i16.3"
"4423","pdgfbb","CABZ01059912.1"
"4424","pdgfbb","FO904885.1"
"4425","pdgfbb","BX908804.1"
"4426","pdgfbb","BX908804.3"
"4427","pdgfbb","si:ch73-379f5.5"
"4428","pdgfbb","FO907110.1"
"4429","pdgfbb","zmp:0000000997"
"4430","pdgfbb","si:ch211-51i16.1"
"4431","pdgfbb","art4"
"4432","pdgfbb","si:ch211-163m16.7"
"4433","pdgfbb","CABZ01059913.1"
"4434","pdgfbb","CABZ01019904.1"
"4435","pdgfbb","FO904885.2"
"4436","pdgfbb","si:ch211-145b13.6"
"4437","pdgfba","si:ch211-51i16.3"
"4438","pdgfba","CABZ01059912.1"
"4439","pdgfba","FO904885.1"
"4440","pdgfba","BX908804.1"
"4441","pdgfba","BX908804.3"
"4442","pdgfba","si:ch73-379f5.5"
"4443","pdgfba","FO907110.1"
"4444","pdgfba","zmp:0000000997"
"4445","pdgfba","si:ch211-51i16.1"
"4446","pdgfba","art4"
"4447","pdgfba","si:ch211-163m16.7"
"4448","pdgfba","CABZ01059913.1"
"4449","pdgfba","CABZ01019904.1"
"4450","pdgfba","FO904885.2"
"4451","pdgfba","si:ch211-145b13.6"
"4452","pdgfbb","lrp1aa"
"4453","pdgfbb","lrp1ab"
"4454","pdgfba","lrp1aa"
"4455","pdgfba","lrp1ab"
"4456","pdgfc","pdgfrb"
"4457","si:dkey-237i9.8","CR318624.2"
"4458","pecam1","CR318624.2"
"4459","pgfb","nrp2a"
"4460","pgfb","nrp2b"
"4461","CABZ01077555.1","nrp2a"
"4462","CABZ01077555.1","nrp2b"
"4463","zgc:92162","pla2r1"
"4464","plaub","igf2r"
"4465","plaub","lrp2a"
"4466","plaub","zmp:0000001114"
"4467","plg","F2R"
"4468","plg","f2r"
"4474","plg","f2rl1.2"
"4475","plg","f2rl1.1"
"4476","plg","f3a"
"4477","plg","plgrkt"
"4478","pltp","abca1a"
"4479","pltp","abca1b"
"4480","postnb","LT631676.1"
"4481","postnb","ptk7a"
"4482","postna","LT631676.1"
"4483","postna","ptk7a"
"4484","prg4b","tlr2"
"4485","prg4a","tlr2"
"4486","proca","tek"
"4488","pros1","mertka"
"4489","psen1","notch1b"
"4490","psen1","notch1a"
"4491","psen1","si:ch73-281k2.5"
"4492","psen1","notch3"
"4493","psen1","si:ch73-105b23.1"
"4494","psen1","jag2a"
"4495","psen1","CABZ01102109.1"
"4496","psen1","jag1b"
"4497","psen1","jag1a"
"4498","psen1","CABZ01040999.1"
"4499","psen1","jag2b"
"4500","psen1","dll4"
"4501","BX649315.1","gfra1b"
"4502","BX649315.1","gfra1a"
"4503","ptgs2a","cav1"
"4504","ptgs2b","cav1"
"4505","si:ch211-222l21.1","vipr1b"
"4506","ptn","alk"
"4507","ptn","plxnb2a"
"4508","ptn","plxnb2b"
"4509","ptn","si:ch211-127b11.1"
"4510","ptn","si:dkey-183c2.4"
"4512","ptn","CABZ01080702.1"
"4513","CR846082.1","CR846082.1"
"4514","CR846082.1","ptprk"
"4515","ptprk","CR846082.1"
"4516","ptprk","ptprk"
"4517","ptprz1b","ncam1a"
"4518","ptprz1b","ncam1b"
"4519","ptprz1a","ncam1a"
"4520","ptprz1a","ncam1b"
"4524","si:ch211-214p13.3","si:ch1073-15f19.2"
"4525","si:ch211-222f23.6","si:ch1073-15f19.2"
"4526","si:ch211-141e20.2","si:ch1073-15f19.2"
"4535","si:ch211-214p13.3","CR936977.2"
"4536","si:ch211-214p13.3","nectin3b"
"4537","si:ch211-222f23.6","CR936977.2"
"4538","si:ch211-222f23.6","nectin3b"
"4539","si:ch211-141e20.2","CR936977.2"
"4540","si:ch211-141e20.2","nectin3b"
"4545","rbp3","notch1b"
"4546","rbp3","notch1a"
"4547","irbpl","notch1b"
"4548","irbpl","notch1a"
"4549","rbp4","stra6"
"4550","rgmb","neo1b"
"4551","rgmb","neo1a"
"4553","robo1","robo1"
"4554","robo1","robo2"
"4555","robo2","robo1"
"4556","robo2","robo2"
"4558","rph3aa","nrxn1b"
"4559","rph3ab","nrxn1b"
"4560","rspo1","znrf3"
"4561","rspo2","znrf3"
"4562","rspo3","fzd8a"
"4563","rspo3","fzd8b"
"4564","rspo3","lrp6"
"4565","rspo3","sdc4"
"4566","rtn4a","rtn4rl1b"
"4567","rtn4a","rtn4rl1a"
"4568","rtn4a","s1pr2"
"4569","saa","cd36"
"4570","sdc2","ptprja"
"4571","sdc2","ptprjb.2"
"4572","sdc2","ptprjb.1"
"4573","selp","cd44a"
"4574","selp","cd44b"
"4575","sema3ab","nrp2a"
"4576","sema3ab","nrp2b"
"4577","sema3b","nrp2a"
"4578","sema3b","nrp2b"
"4579","sema3c","nrp1a"
"4580","sema3c","plxnd1"
"4581","sema3d","nrp1a"
"4582","sema3fb","nrp1a"
"4583","sema3fa","nrp1a"
"4584","sema3bl","nrp2a"
"4585","sema3bl","nrp2b"
"4586","sema4bb","dcbld2"
"4587","sema4ba","dcbld2"
"4588","sema4c","plxnb2a"
"4589","sema4c","plxnb2b"
"4590","sema4c","si:ch211-127b11.1"
"4591","sema4c","si:dkey-183c2.4"
"4593","CABZ01064472.1","erbb2"
"4594","sema4gb","plxnb2a"
"4595","sema4gb","plxnb2b"
"4596","sema4gb","si:ch211-127b11.1"
"4597","sema4gb","si:dkey-183c2.4"
"4599","sema4ga","plxnb2a"
"4600","sema4ga","plxnb2b"
"4601","sema4ga","si:ch211-127b11.1"
"4602","sema4ga","si:dkey-183c2.4"
"4604","CABZ01118575.1","plxna2"
"4605","sema6a","plxna2"
"4606","CABZ01118575.1","plxna4"
"4607","sema6a","plxna4"
"4608","sema6ba","plxna2"
"4609","sema6bb","plxna2"
"4610","sema6dl","tyrobp"
"4611","sema7a","itga1"
"4612","sema7a","itgb1a"
"4613","sema7a","itgb1b.2"
"4614","sema7a","itgb1b"
"4615","sema7a","itgb1b.1"
"4616","serpinc1","sdc2"
"4617","serpine1","lrp2a"
"4618","serpinf1","plxdc1"
"4619","serpinf1","plxdc2"
"4620","serpinf1","si:ch211-106h4.6"
"4621","serping1","selp"
"4623","sfrp1a","fzd2"
"4624","sfrp1b","fzd2"
"4625","sfrp1a","fzd6"
"4626","sfrp1b","fzd6"
"4627","sfrp2","fzd5"
"4628","shank1","adgrl1a"
"4629","shank1","sstr2b"
"4630","shank1","sstr2a"
"4631","shhb","gas1b"
"4632","shhb","gas1a"
"4633","shha","gas1b"
"4634","shha","gas1a"
"4635","shhb","gpc5a"
"4636","shha","gpc5a"
"4637","shhb","lrp2a"
"4638","shha","lrp2a"
"4639","shhb","ptch2"
"4640","shha","ptch2"
"4643","slit2","appa"
"4644","slit2","appb"
"4645","slit3","robo1"
"4646","slit3","robo2"
"4648","slitrk2","ptprdb"
"4649","slitrk2","PTPRD"
"4650","slitrk3a","ptprdb"
"4651","slitrk3a","PTPRD"
"4652","slitrk3b","ptprdb"
"4653","slitrk3b","PTPRD"
"4654","slitrk5a","ptprdb"
"4655","slitrk5a","PTPRD"
"4656","slitrk5b","ptprdb"
"4657","slitrk5b","PTPRD"
"4658","sost","lrp4"
"4659","sostdc1a","lrp4"
"4660","sostdc1a","lrp5"
"4661","sostdc1a","lrp6"
"4662","spon1a","appa"
"4663","spon1a","appb"
"4664","spon1a","lrp8"
"4665","spon2b","itga4"
"4666","spon2b","itga5"
"4667","spon2b","itgb1a"
"4668","spon2b","itgb1b.2"
"4669","spon2b","itgb1b"
"4670","spon2b","itgb1b.1"
"4671","spon2b","itgb2"
"4672","spx","galr2a"
"4673","spx","galr2b"
"4674","st6gal1","si:dkey-238d18.7"
"4675","st6gal1","si:dkey-238d18.5"
"4676","st6gal1","si:dkey-238d18.8"
"4677","st6gal1","si:dkey-238d18.10"
"4679","st6gal1","si:ch73-380l3.5"
"4680","st6gal1","si:ch73-380l3.2"
"4681","st6gal1","CR944667.2"
"4683","st6gal1","si:dkey-238d18.9"
"4684","st6gal1","si:ch73-380l3.4"
"4685","tafa4a","CU571081.1"
"4686","tctn1","tmem67"
"4687","zgc:172271","tfr2"
"4688","tg","lrp2a"
"4689","tgfa","erbb2"
"4690","tgfa","erbb4a"
"4691","tgfa","ERBB4"
"4692","tgfb1a","CU927890.1"
"4693","tgfb1b","CU927890.1"
"4694","tgfb1a","itgav"
"4695","tgfb1b","itgav"
"4696","tgfb1a","itgb6"
"4697","tgfb1b","itgb6"
"4698","tgfb1a","itgb8"
"4699","tgfb1b","itgb8"
"4700","tgfb1a","sdc2"
"4701","tgfb1b","sdc2"
"4702","tgfb1a","vasna"
"4703","tgfb1a","vasnb"
"4704","tgfb1b","vasna"
"4705","tgfb1b","vasnb"
"4706","tgfb2","CU927890.1"
"4707","tgfb3","CU927890.1"
"4708","tgm2a","itgb1a"
"4709","tgm2a","itgb1b.2"
"4710","tgm2a","itgb1b"
"4711","tgm2a","itgb1b.1"
"4712","tgm2b","itgb1a"
"4713","tgm2b","itgb1b.2"
"4714","tgm2b","itgb1b"
"4715","tgm2b","itgb1b.1"
"4716","tgm2a","itgb3b"
"4717","tgm2a","itgb3a"
"4718","tgm2b","itgb3b"
"4719","tgm2b","itgb3a"
"4720","tgm2a","sdc4"
"4721","tgm2b","sdc4"
"4722","thbs1b","itga2b"
"4723","thbs1a","itga2b"
"4724","thbs1b","itga3a"
"4725","thbs1b","itga3b"
"4726","thbs1a","itga3a"
"4727","thbs1a","itga3b"
"4728","thbs1b","itga4"
"4729","thbs1a","itga4"
"4730","thbs1b","itga6l"
"4731","thbs1b","itga6b"
"4732","thbs1b","itga6a"
"4733","thbs1b","CU469503.1"
"4734","thbs1a","itga6l"
"4735","thbs1a","itga6b"
"4736","thbs1a","itga6a"
"4737","thbs1a","CU469503.1"
"4738","thbs1b","itgb1a"
"4739","thbs1b","itgb1b.2"
"4740","thbs1b","itgb1b"
"4741","thbs1b","itgb1b.1"
"4742","thbs1a","itgb1a"
"4743","thbs1a","itgb1b.2"
"4744","thbs1a","itgb1b"
"4745","thbs1a","itgb1b.1"
"4746","thbs1b","itgb3b"
"4747","thbs1b","itgb3a"
"4748","thbs1a","itgb3b"
"4749","thbs1a","itgb3a"
"4750","thbs1b","lrp1aa"
"4751","thbs1b","lrp1ab"
"4752","thbs1a","lrp1aa"
"4753","thbs1a","lrp1ab"
"4754","thbs1b","ptprja"
"4755","thbs1b","ptprjb.2"
"4756","thbs1b","ptprjb.1"
"4757","thbs1a","ptprja"
"4758","thbs1a","ptprjb.2"
"4759","thbs1a","ptprjb.1"
"4760","thbs1b","sdc4"
"4761","thbs1a","sdc4"
"4762","thbs2b","itga4"
"4763","thbs2a","itga4"
"4764","thbs2b","itga6l"
"4765","thbs2b","itga6b"
"4766","thbs2b","itga6a"
"4767","thbs2b","CU469503.1"
"4768","thbs2a","itga6l"
"4769","thbs2a","itga6b"
"4770","thbs2a","itga6a"
"4771","thbs2a","CU469503.1"
"4772","thbs2b","itgb1a"
"4773","thbs2b","itgb1b.2"
"4774","thbs2b","itgb1b"
"4775","thbs2b","itgb1b.1"
"4776","thbs2a","itgb1a"
"4777","thbs2a","itgb1b.2"
"4778","thbs2a","itgb1b"
"4779","thbs2a","itgb1b.1"
"4780","thbs2b","notch3"
"4781","thbs2a","notch3"
"4886","timp2b","itga3a"
"4887","timp2b","itga3b"
"4888","timp2a","itga3a"
"4889","timp2a","itga3b"
"4890","timp2b","itgb1a"
"4891","timp2b","itgb1b.2"
"4892","timp2b","itgb1b"
"4893","timp2b","itgb1b.1"
"4894","timp2a","itgb1a"
"4895","timp2a","itgb1b.2"
