"","L","R"
"932","Bmp6","Acvr1"
"933","Bmp6","Acvr2a"
"934","Bmp6","Acvr2b"
"935","Bmp6","Bmpr1a"
"936","Bmp6","Bmpr1b"
"937","Bmp6","Bmpr2"
"938","Bmp7","Acvr1"
"939","Bmp7","Acvr2b"
"940","Bmp7","Bmpr1a"
"941","Bmp7","Bmpr2"
"942","Bmp8b","Acvr1"
"943","Bmp8a","Acvr1"
"944","Bmp8b","Acvr2a"
"945","Bmp8a","Acvr2a"
"946","Bmp8b","Acvr2b"
"947","Bmp8a","Acvr2b"
"948","Bmp8b","Bmpr1a"
"949","Bmp8a","Bmpr1a"
"950","Bmp8b","Bmpr1b"
"951","Bmp8a","Bmpr1b"
"952","Bmp8b","Bmpr2"
"953","Bmp8a","Bmpr2"
"954","Btc","Erbb3"
"955","C3","Itgax"
"956","C3","Itgb2l"
"957","C3","Itgb2"
"958","C3","Lrp1"
"959","Calca","Calcrl"
"960","Calca","Ramp1"
"962","Calcb","Calcrl"
"964","Calcb","Ramp1"
"965","Calr","Scarf1"
"966","Ccl11","Ackr2"
"967","Ccl2","Ackr2"
"968","Ccl17","Ccr8"
"969","Ccl21b","Cxcr3"
"970","Ccl21f","Cxcr3"
"971","Ccl21e","Cxcr3"
"972","Ccl21d","Cxcr3"
"973","Ccl21a","Cxcr3"
"974","Ccl12","Ackr2"
"976","Ccl12","Ccr1"
"977","Ccl12","Ccr1l1"
"980","Ccl12","Ccr4"
"981","Ccl2","Ccr4"
"982","Ccl4","Ackr2"
"983","Ccl4","Ccr8"
"984","Ccl5","Ackr2"
"985","Ccl5","Ccr4"
"986","Ccl7","Ackr2"
"987","Ccl8","Ackr2"
"988","Cd24a","Selp"
"989","Cdh1","Itgae"
"990","Cdh1","Itgb7"
"991","Cfhr4","Sell"
"992","Cfh","Sell"
"993","Clcf1","Crlf1"
"994","Clec11a","Kit"
"995","Col18a1","Gpc1"
"996","Col18a1","Itga5"
"997","Col18a1","Itgb1"
"998","Col1a1","Ddr1"
"999","Col1a1","Ddr2"
"1000","Col2a1","Itga10"
"1001","Col2a1","Itga2"
"1002","Col2a1","Itgb1"
"1003","Col4a1","Itga1"
"1004","Col4a1","Itgb1"
"1005","Col4a1","Itgb8"
"1006","Col5a3","Sdc3"
"1007","Cort","Ghsr"
"1008","Csf2","Csf3r"
"1012","Cxcl3","Xcr1"
"1013","Cxcl2","Xcr1"
"1014","Cxcl1","Xcr1"
"1018","Dhh","Hhip"
"1019","Dhh","Ptch2"
"1020","Dkk1","Kremen1"
"1021","Dkk1","Kremen2"
"1022","Dkk1","Lrp6"
"1023","Dkk2","Lrp6"
"1024","Dlk1","Notch1"
"1025","Dlk1","Notch2"
"1026","Dlk1","Notch3"
"1027","Dlk1","Notch4"
"1028","Dll1","Notch1"
"1029","Dll1","Notch2"
"1030","Dll1","Notch3"
"1031","Dll1","Notch4"
"1032","Dll3","Notch1"
"1033","Dll3","Notch2"
"1034","Dll3","Notch3"
"1035","Dll3","Notch4"
"1036","Dll4","Notch1"
"1037","Dll4","Notch2"
"1038","Dll4","Notch3"
"1039","Dll4","Notch4"
"1040","Efna1","Epha1"
"1041","Efna1","Epha2"
"1042","Efna1","Epha3"
"1043","Efna1","Epha4"
"1044","Efna1","Epha5"
"1045","Efna1","Epha6"
"1046","Efna1","Epha7"
"1047","Efna1","Epha8"
"1048","Efna2","Epha1"
"1049","Efna2","Epha2"
"1050","Efna2","Epha3"
"1051","Efna2","Epha4"
"1052","Efna2","Epha5"
"1053","Efna2","Epha6"
"1054","Efna2","Epha7"
"1055","Efna2","Epha8"
"1056","Efna3","Epha1"
"1057","Efna3","Epha2"
"1058","Efna3","Epha3"
"1059","Efna3","Epha4"
"1060","Efna3","Epha5"
"1061","Efna3","Epha6"
"1062","Efna3","Epha7"
"1063","Efna3","Epha8"
"1064","Efna3","Ephb1"
"1065","Efna4","Epha1"
"1066","Efna4","Epha2"
"1067","Efna4","Epha3"
"1068","Efna4","Epha4"
"1069","Efna4","Epha5"
"1070","Efna4","Epha6"
"1071","Efna4","Epha7"
"1072","Efna4","Epha8"
"1073","Efna5","Epha1"
"1074","Efna5","Epha2"
"1075","Efna5","Epha3"
"1076","Efna5","Epha4"
"1077","Efna5","Epha5"
"1078","Efna5","Epha6"
"1079","Efna5","Epha7"
"1080","Efna5","Epha8"
"1081","Efna5","Ephb2"
"1082","Efnb1","Epha4"
"1083","Efnb1","Ephb1"
"1084","Efnb1","Ephb2"
"1085","Efnb1","Ephb3"
"1086","Efnb1","Ephb4"
"1087","Efnb1","Ephb6"
"1088","Efnb2","Epha4"
"1089","Efnb2","Ephb1"
"1090","Efnb2","Ephb2"
"1091","Efnb2","Ephb3"
"1092","Efnb2","Ephb4"
"1093","Efnb2","Ephb6"
"1094","Efnb3","Epha4"
"1095","Efnb3","Ephb1"
"1096","Efnb3","Ephb2"
"1097","Efnb3","Ephb3"
"1098","Efnb3","Ephb4"
"1099","Efnb3","Ephb6"
"1100","F2","F2r"
"1101","F2","F2rl1"
"1102","F2","F2rl2"
"1103","F2","F2rl3"
"1104","F7","F3"
"1105","F8","Lrp1"
"1106","F9","Lrp1"
"1107","Fga","Itgax"
"1108","Fga","Itgb2l"
"1109","Fga","Itgb2"
"1110","Fgf10","Fgfr1"
"1111","Fgf10","Fgfr2"
"1112","Fgf10","Fgfr3"
"1113","Fgf10","Fgfr4"
"1114","Fgf11","Fgfr1"
"1115","Fgf11","Fgfr2"
"1116","Fgf11","Fgfr3"
"1117","Fgf11","Fgfr4"
"1118","Fgf12","Fgfr1"
"1119","Fgf12","Fgfr2"
"1120","Fgf12","Fgfr3"
"1121","Fgf12","Fgfr4"
"1122","Fgf13","Fgfr1"
"1123","Fgf13","Fgfr2"
"1124","Fgf13","Fgfr3"
"1125","Fgf13","Fgfr4"
"1126","Fgf14","Fgfr1"
"1127","Fgf14","Fgfr2"
"1128","Fgf14","Fgfr3"
"1129","Fgf14","Fgfr4"
"1130","Fgf16","Fgfr1"
"1131","Fgf16","Fgfr2"
"1132","Fgf16","Fgfr3"
"1133","Fgf16","Fgfr4"
"1134","Fgf17","Fgfr1"
"1135","Fgf17","Fgfr2"
"1136","Fgf17","Fgfr3"
"1137","Fgf17","Fgfr4"
"1138","Fgf18","Fgfr1"
"1139","Fgf18","Fgfr2"
"1140","Fgf18","Fgfr3"
"1141","Fgf18","Fgfr4"
"1142","Fgf15","Fgfr1"
"1143","Fgf15","Fgfr2"
"1144","Fgf15","Fgfr3"
"1145","Fgf15","Fgfr4"
"1146","Fgf1","Fgfr1"
"1147","Fgf1","Fgfr2"
"1148","Fgf1","Fgfr3"
"1149","Fgf1","Fgfr4"
"1150","Fgf22","Fgfr2"
"1151","Fgf23","Fgfr1"
"1152","Fgf23","Fgfr2"
"1153","Fgf23","Fgfr4"
"1154","Fgf2","Fgfr1"
"1155","Fgf2","Fgfr2"
"1156","Fgf2","Fgfr3"
"1157","Fgf2","Fgfr4"
"1158","Fgf2","Sdc2"
"1159","Fgf2","Sdc4"
"1160","Fgf3","Fgfr1"
"1161","Fgf3","Fgfr2"
"1162","Fgf4","Fgfr1"
"1163","Fgf4","Fgfr2"
"1164","Fgf4","Fgfr3"
"1165","Fgf4","Fgfr4"
"1166","Fgf5","Fgfr1"
"1167","Fgf5","Fgfr2"
"1168","Fgf5","Fgfr3"
"1169","Fgf5","Fgfr4"
"1170","Fgf6","Fgfr1"
"1171","Fgf6","Fgfr2"
"1172","Fgf6","Fgfr4"
"1173","Fgf7","Fgfr2"
"1174","Fgf8","Fgfr1"
"1175","Fgf8","Fgfr2"
"1176","Fgf8","Fgfr3"
"1177","Fgf8","Fgfr4"
"1178","Fgf9","Fgfr1"
"1179","Fgf9","Fgfr2"
"1180","Fgf9","Fgfr3"
"1181","Fgf9","Fgfr4"
"1182","Fn1","Itga2"
"1183","Fn1","Sdc2"
"1184","Gad1","Grm4"
"1185","Gdf11","Acvr1b"
"1186","Gdf11","Acvr2a"
"1187","Gdf11","Acvr2b"
"1188","Gdf2","Acvrl1"
"1189","Gdf5","Bmpr1b"
"1190","Gdf5","Bmpr2"
"1191","Gdf5","Ror2"
"1192","Gdf6","Bmpr1a"
"1193","Gdf6","Bmpr2"
"1194","Gdf7","Acvr2a"
"1195","Gdf7","Bmpr1a"
"1196","Gdf7","Bmpr2"
"1197","Gdf9","Bmpr2"
"1198","Gdf9","Tgfbr1"
"1199","Gdnf","Gfra1"
"1200","Gdnf","Gfra2"
"1201","Gdnf","Ret"
"1202","Ghrh","Ghrhr"
"1203","Ghrl","Gpr39"
"1204","Gpha2","Tshr"
"1205","Gpi1","Amfr"
"1206","Gstp1","Traf2"
"1207","Gstp2","Traf2"
"1208","Gstp3","Traf2"
"1209","Gstp-ps","Traf2"
"1210","Guca2a","Gucy2c"
"1211","Guca2b","Gucy2c"
"1212","Gzmd","Igf2r"
"1213","Gzmc","Igf2r"
"1214","Gzmb","Igf2r"
"1215","Gzmf","Igf2r"
"1216","Gzmg","Igf2r"
"1217","Gzmn","Igf2r"
"1218","Gzme","Igf2r"
"1219","Has2","Cd44"
"1220","Has2","Hmmr"
"1221","Hdc","Hrh1"
"1222","Hdc","Hrh2"
"1223","Hdc","Hrh3"
"1224","Hdc","Hrh4"
"1225","H2-T5","Kir3dl1"
"1226","H2-T5","Kir3dl2"
"1227","H2-D1","Kir3dl1"
"1228","H2-D1","Kir3dl2"
"1229","H2-Q6","Kir3dl1"
"1230","H2-Q6","Kir3dl2"
"1231","H2-Q7","Kir3dl1"
"1232","H2-Q7","Kir3dl2"
"1233","H2-Q1","Kir3dl1"
"1234","H2-Q1","Kir3dl2"
"1235","H2-Q10","Kir3dl1"
"1236","H2-Q10","Kir3dl2"
"1237","H2-Q2","Kir3dl1"
"1238","H2-Q2","Kir3dl2"
"1239","H2-Q4","Kir3dl1"
"1240","H2-Q4","Kir3dl2"
"1241","H2-T13","Kir3dl1"
"1242","H2-T13","Kir3dl2"
"1243","H2-K1","Kir3dl1"
"1244","H2-K1","Kir3dl2"
"1245","H2-T7","Kir3dl1"
"1246","H2-T7","Kir3dl2"
"1247","H2-T10","Kir3dl1"
"1248","H2-T10","Kir3dl2"
"1249","H2-T22","Kir3dl1"
"1250","H2-T22","Kir3dl2"
"1251","H2-M10.6","Kir3dl1"
"1252","H2-M10.6","Kir3dl2"
"1255","H2-M10.2","Kir3dl1"
"1256","H2-M10.2","Kir3dl2"
"1257","H2-T9","Kir3dl1"
"1258","H2-T9","Kir3dl2"
"1261","H2-T3","Kir3dl1"
"1262","H2-T3","Kir3dl2"
"1265","H2-M9","Kir3dl1"
"1266","H2-M9","Kir3dl2"
"1269","H2-M10.4","Kir3dl1"
"1270","H2-M10.4","Kir3dl2"
"1271","H2-M2","Kir3dl1"
"1272","H2-M2","Kir3dl2"
"1273","H2-M1","Kir3dl1"
"1274","H2-M1","Kir3dl2"
"1275","H2-M11","Kir3dl1"
"1276","H2-M11","Kir3dl2"
"1277","H2-M10.3","Kir3dl1"
"1278","H2-M10.3","Kir3dl2"
"1281","H2-M5","Kir3dl1"
"1282","H2-M5","Kir3dl2"
"1285","H2-M10.1","Kir3dl1"
"1286","H2-M10.1","Kir3dl2"
"1291","H2-M10.5","Kir3dl1"
"1292","H2-M10.5","Kir3dl2"
"1447","H2-T10","Klrc1"
"1448","H2-T22","Klrc1"
"1449","H2-M10.6","Klrc1"
"1450","H2-T5","Klrc1"
"1451","H2-M10.2","Klrc1"
"1452","H2-T9","Klrc1"
"1453","H2-D1","Klrc1"
"1454","H2-T3","Klrc1"
"1455","H2-Q6","Klrc1"
"1456","H2-M9","Klrc1"
"1457","H2-Q7","Klrc1"
"1458","H2-M10.4","Klrc1"
"1459","H2-M2","Klrc1"
"1460","H2-M1","Klrc1"
"1461","H2-T23","Klrc1"
"1462","H2-M11","Klrc1"
"1463","H2-M10.3","Klrc1"
"1464","H2-Q1","Klrc1"
"1465","H2-M5","Klrc1"
"1466","H2-Q10","Klrc1"
"1467","H2-M10.1","Klrc1"
"1468","H2-Q2","Klrc1"
"1469","H2-Q4","Klrc1"
"1470","H2-M10.5","Klrc1"
"1471","H2-T13","Klrc1"
"1472","H2-K1","Klrc1"
"1473","H2-T11-ps","Klrc1"
"1474","H2-T10","Klrc2"
"1475","H2-T22","Klrc2"
"1476","H2-M10.6","Klrc2"
"1477","H2-T5","Klrc2"
"1478","H2-M10.2","Klrc2"
"1479","H2-T9","Klrc2"
"1480","H2-D1","Klrc2"
"1481","H2-T3","Klrc2"
"1482","H2-Q6","Klrc2"
"1483","H2-M9","Klrc2"
"1484","H2-Q7","Klrc2"
"1485","H2-M10.4","Klrc2"
"1486","H2-M2","Klrc2"
"1487","H2-M1","Klrc2"
"1488","H2-T23","Klrc2"
"1489","H2-M11","Klrc2"
"1490","H2-M10.3","Klrc2"
"1491","H2-Q1","Klrc2"
"1492","H2-M5","Klrc2"
"1493","H2-Q10","Klrc2"
"1494","H2-M10.1","Klrc2"
"1495","H2-Q2","Klrc2"
"1496","H2-Q4","Klrc2"
"1497","H2-M10.5","Klrc2"
"1498","H2-T13","Klrc2"
"1499","H2-K1","Klrc2"
"1500","H2-T11-ps","Klrc2"
"1501","H2-T10","Klrd1"
"1502","H2-T22","Klrd1"
"1503","H2-M10.6","Klrd1"
"1504","H2-T5","Klrd1"
"1505","H2-M10.2","Klrd1"
"1506","H2-T9","Klrd1"
"1507","H2-D1","Klrd1"
"1508","H2-T3","Klrd1"
"1509","H2-Q6","Klrd1"
"1510","H2-M9","Klrd1"
"1511","H2-Q7","Klrd1"
"1512","H2-M10.4","Klrd1"
"1513","H2-M2","Klrd1"
"1514","H2-M1","Klrd1"
"1515","H2-T23","Klrd1"
"1516","H2-M11","Klrd1"
"1517","H2-M10.3","Klrd1"
"1518","H2-Q1","Klrd1"
"1519","H2-M5","Klrd1"
"1520","H2-Q10","Klrd1"
"1521","H2-M10.1","Klrd1"
"1522","H2-Q2","Klrd1"
"1523","H2-Q4","Klrd1"
"1524","H2-M10.5","Klrd1"
"1525","H2-T13","Klrd1"
"1526","H2-K1","Klrd1"
"1527","H2-T11-ps","Klrd1"
"1556","H2-M3","Kir3dl1"
"1557","H2-M3","Kir3dl2"
"1576","H2-M3","Klrc1"
"1593","H2-M3","Klrd1"
"1596","H2-T22","Pirb"
"1597","H2-M10.6","Pirb"
"1598","H2-T5","Pirb"
"1599","H2-M10.2","Pirb"
"1600","H2-D1","Pirb"
"1601","H2-Q6","Pirb"
"1602","H2-Q7","Pirb"
"1603","H2-M10.4","Pirb"
"1604","H2-M2","Pirb"
"1605","H2-M11","Pirb"
"1606","H2-Q1","Pirb"
"1607","H2-M5","Pirb"
"1608","H2-Q10","Pirb"
"1609","H2-M10.1","Pirb"
"1610","H2-M3","Pirb"
"1611","H2-Q2","Pirb"
"1612","H2-K1","Pirb"
"1613","Hsp90b1","Lrp1"
"1614","Hspg2","Ptprs"
"1615","Icam1","Itgax"
"1616","Icam4","Itga2b"
"1617","Icam4","Itgal"
"1618","Icam4","Itgam"
"1619","Icam4","Itgav"
"1620","Icam4","Itgb2l"
"1621","Icam4","Itgb2"
"1622","Icam4","Itgb3"
"1623","Icam5","Itgal"
"1624","Icam5","Itgb2l"
"1625","Icam5","Itgb2"
"1962","Igf2","Igf2r"
"1963","Igf2","Insr"
"1964","Ihh","Hhip"
"1965","Ihh","Ptch1"
"1966","Il12b","Il12rb1"
"1967","Il12b","Il12rb2"
"1968","Il13","Il13ra2"
"1969","Il13","Il2rg"
"1970","Il16","Cd4"
"1971","Il18","Il1rapl1"
"1972","Il19","Il20rb"
"1973","Il1rn","Il1r1"
"1974","Il1rn","Il1r2"
"1975","Il20","Il20rb"
"1976","Il22","Il10ra"
"1977","Il22b","Il10ra"
"1978","Il24","Il20rb"
"1979","Il31","Il31ra"
"1980","Il31","Osmr"
"1981","Inha","Acvr1"
"1982","Inha","Acvr1b"
"1983","Inha","Acvr2a"
"1984","Inha","Acvr2b"
"1985","Inha","Tgfbr3"
"1986","Inhba","Bambi"
"1987","Jag1","Notch1"
"1988","Jag1","Notch2"
"1989","Jag1","Notch3"
"1990","Jag1","Notch4"
"1991","Jag2","Notch1"
"1992","Jag2","Notch2"
"1993","Jag2","Notch3"
"1994","Jag2","Notch4"
"1995","Kng2","Gpr135"
"1996","Kng1","Gpr135"
"1997","Lama1","Itga7"
"1998","Lama1","Itgb1"
"1999","Lama1","Itgb8"
"2000","Lama1","Rpsa"
"2001","Lama2","Itga7"
"2002","Lama2","Itgb1"
"2003","Lama2","Rpsa"
"2004","Lamb1","Itga6"
"2005","Lamb1","Itgb1"
"2006","Lamb2","Rpsa"
"2007","Lamc2","Itga3"
"2008","Lamc2","Itga6"
"2009","Lamc2","Itgb1"
"2010","Lamc2","Itgb4"
"2011","Lefty2","Acvr2b"
"2012","Liph","Lpar1"
"2013","Liph","Lpar2"
"2014","Liph","Lpar4"
"2015","Lrpap1","Lrp1"
"2016","Ltb","Cd40"
"2017","Ltf","Lrp1"
"2018","Ltf","Lrp11"
"2019","Mdk","Alk"
"2020","Mdk","Ptprb"
"2021","Mdk","Ptprz1"
"2022","Mmp13","Lrp1"
"2023","Mmp9","Lrp1"
"2024","Nampt","Insr"
"2025","Ncam1","Robo1"
"2026","Ncam1","Robo3"
"2027","Ndp","Lgr4"
"2028","Ngf","Ntrk1"
"2029","Ngf","Sort1"
"2030","Nid1","Ptprf"
"2031","Nlgn1","Nrxn1"
"2032","Nlgn1","Nrxn3"
"2033","Nlgn2","Nrxn1"
"2034","Nlgn2","Nrxn2"
"2035","Nlgn2","Nrxn3"
"2036","Nlgn3","Nrxn1"
"2037","Nlgn3","Nrxn2"
"2038","Nlgn3","Nrxn3"
"2039","Nodal","Acvr1b"
"2040","Nodal","Acvr1c"
"2041","Nodal","Acvr2a"
"2042","Nodal","Acvr2b"
"2043","Npnt","Itga8"
"2044","Npnt","Itgb1"
"2045","Nppa","Npr3"
"2046","Nppb","Npr2"
"2047","Nppb","Npr3"
"2048","Nrg1","Erbb2"
"2049","Nrtn","Gfra1"
"2050","Nrtn","Gfra2"
"2051","Nrtn","Ret"
"2052","Ntf3","Ntrk1"
"2053","Ntf3","Ntrk2"
"2054","Ntf5","Ntrk1"
"2055","Ntf5","Ntrk2"
"2056","Ntf5","Ntrk3"
"2057","Ntn1","Dcc"
"2058","Ntn1","Unc5c"
"2059","Ntn3","Cdon"
"2060","Ntn3","Neo1"
"2061","Ntn4","Dcc"
"2062","Ntn4","Unc5a"
"2063","Ntng1","Lrrc4c"
"2064","Nucb2","Erap1"
"2065","Nxph1","Nrxn1"
"2066","Nxph1","Nrxn2"
"2067","Nxph1","Nrxn3"
"2068","Nxph3","Nrxn1"
"2069","Nxph3","Nrxn2"
"2070","Nxph3","Nrxn3"
"2071","Omg","Lingo1"
"2072","Omg","Tnfrsf1b"
"2073","Pdgfd","Pdgfrb"
"2074","Penk","Ogfr"
"2075","Pf4","Fgfr2"
"2076","Pf4","Ldlr"
"2077","Pf4","Procr"
"2078","Pf4","Thbd"
"2079","Pgf","Flt1"
"2080","Pgf","Nrp1"
"2081","Plat","Lrp1"
"2082","Plau","Lrp1"
"2083","Plau","Plaur"
"2084","Plg","Itga9"
"2085","Plg","Itgb1"
"2086","Podxl2","Sell"
"2087","Ppbp","Cxcr1"
"2088","Prnd","Rpsa"
"2089","Prn","Rpsa"
"2090","Proc","Procr"
"2091","Psap","Lrp1"
"2092","Psen1","Ncstn"
"2093","Pspn","Gfra4"
"2094","Pspn","Ret"
"2095","Ptdss1","Jmjd6"
"2096","Ptdss1","Scarb1"
"2097","Ptgs2","Ptgdr2"
"2098","Pth","Pth1r"
"2099","Pth","Pth2r"
"2100","Ptn","Ptprb"
"2101","Ptn","Ptprz1"
"2102","Qrfp","P2ry14"
"2103","Reln","Lrp8"
"2104","Reln","Vldlr"
"2105","Ren2","Atp6ap2"
"2106","Ren1","Atp6ap2"
"2107","Rgma","Neo1"
"2108","Rspo1","Lrp6"
"2109","Rtn4","Lingo1"
"2110","Rtn4","Rtn4r"
"2111","Rtn4","Tnfrsf19"
"2112","Sema3a","Nrp1"
"2113","Sema3a","Plxna1"
"2114","Sema3a","Plxna2"
"2115","Sema3a","Plxna4"
"2116","Sema3b","Nrp1"
"2117","Sema3c","Nrp2"
"2118","Sema3e","Plxnd1"
"2119","Sema3f","Nrp2"
"2120","Sema3f","Plxna3"
"2121","Sema4d","Met"
"2122","Sema4d","Plxnb1"
"2123","Sema4d","Plxnb2"
"2124","Sema5a","Met"
"2125","Sema5a","Plxnb3"
"2126","Sema6d","Kdr"
"2127","Sema6d","Plxna1"
"2128","Sema7a","Plxnc1"
"2129","Serpina1d","Lrp1"
"2130","Serpina1e","Lrp1"
"2131","Serpina1b","Lrp1"
"2132","Serpina1a","Lrp1"
"2133","Serpina1c","Lrp1"
"2134","Serpinc1","Lrp1"
"2135","Serpine1","Lrp1"
"2136","Serpine2","Lrp1"
"2137","Serping1","Lrp1"
"2138","Shh","Boc"
"2139","Shh","Cdon"
"2140","Shh","Hhip"
"2141","Shh","Ptch1"
"2142","Shh","Smo"
"2143","Slit1","Gpc1"
"2144","Slit1","Robo1"
"2145","Slit1","Sdc1"
"2146","Slit2","Gpc1"
"2147","Slit2","Robo1"
"2148","Slit2","Robo2"
"2149","Slit2","Robo4"
"2150","Slit2","Sdc1"
"2151","Sost","Lrp5"
"2152","Sost","Lrp6"
"2153","Spp1","Cd44"
"2154","Tfpi","Lrp1"
"2155","Tfpi","Vldlr"
"2156","Trf","Tfrc"
"2157","Tgfb1","Acvrl1"
"2158","Tgfb1","Tgfbr3"
"2159","Tgfb2","Tgfbr3"
"2160","Tgfb3","Acvrl1"
"2161","Tgfb3","Tgfbr3"
"2162","Thbs1","Cd36"
"2163","Thbs1","Cd47"
"2164","Thbs1","Sdc1"
"2165","Thbs2","Cd47"
"2166","Tnfsf12","Tnfrsf25"
"2167","Tnf","Ltbr"
"2168","Tnf","Tnfrsf21"
"2169","Tph1","Htr1a"
"2170","Tph1","Htr1b"
"2171","Tph1","Htr1d"
"2172","Tph1","Htr1f"
"2173","Tph1","Htr2a"
"2174","Tph1","Htr2b"
"2175","Tph1","Htr2c"
"2176","Tph1","Htr4"
"2177","Tph1","Htr5a"
"2178","Tph1","Htr6"
"2179","Tph1","Htr7"
"2180","Ulbp1","Klrk1"
"2181","Raet1d","Klrk1"
"2182","Vcam1","Itgad"
"2183","Vcam1","Itgb1"
"2184","Vcam1","Itgb2l"
"2185","Vcam1","Itgb2"
"2186","Vegfa","Nrp1"
"2187","Vegfa","Nrp2"
"2188","Vegfb","Nrp1"
"2189","Vegfc","Nrp2"
"2190","Vegfc","Vipr2"
"2191","Vtn","Itga5"
"2192","Wnt11","Fzd7"
"2193","Wnt1","Fzd3"
"2194","Wnt1","Fzd8"
"2195","Wnt1","Fzd9"
"2196","Wnt1","Ryk"
"2197","Wnt3","Fzd8"
"2198","Wnt3","Lrp6"
"2199","Wnt3","Ryk"
"2200","Wnt4","Fzd2"
"2201","Wnt5a","Fzd2"
"2202","Wnt5a","Fzd4"
"2203","Wnt5a","Fzd7"
"2204","Wnt5a","Ryk"
"2205","Wnt7a","Fzd5"
"2206","Wnt7b","Fzd1"
"2207","Wnt7b","Fzd10"
"2208","Wnt7b","Lrp5"
"2209","Zp3","Mertk"
"2210","H2-T22","Cd8a"
"2211","H2-M10.6","Cd8a"
"2212","H2-T15","Cd8a"
"2214","H2-M10.2","Cd8a"
"2215","H2-T9","Cd8a"
"2219","H2-M10.4","Cd8a"
"2220","H2-M2","Cd8a"
"2221","H2-M11","Cd8a"
"2223","H2-M5","Cd8a"
"2225","H2-M10.1","Cd8a"
"2228","Icosl","Icos"
"2229","Nrxn1","Nlgn1"
"2230","Spn","4931406B18Rik"
"2231","Spn","Siglec1"
"2232","Icosl","Cd28"
"2233","Icosl","Ctla4"
"2235","Col2a1","Itga1"
"2236","Lama1","Itga1"
"2237","Lama1","Itga2"
"2238","Lama1","Itga3"
"2239","Col2a1","Itga3"
"2240","Lama1","Itga6"
"2241","Col2a1","Itga9"
"2242","Lama1","Itga9"
"2243","Col2a1","Itga11"
"2244","Col2a1","Itgav"
"2245","Col2a1","Itgb8"
"2246","Lama1","Itgav"
"2247","Lama1","Itgb4"
"2248","Col2a1","Cd44"
"2249","Lama1","Cd44"
"2250","Col2a1","Sdc1"
"2251","Col2a1","Gp6"
"2252","Lama1","Dag1"
"2255","Ace","Bdkrb2"
"2256","Adam10","Epha3"
"2257","Adam11","Itga4"
"2258","Adam15","Itgav"
"2259","Adam17","Notch1"
"2260","Adam2","Itga9"
"2261","Adam2","Itgb7"
"2262","Adam23","Itga4"
"2263","Adam28","Itga4"
"2264","Adam29","Itga4"
"2265","Adam7","Itga4"
"2266","Adam7","Itgb7"
"2267","Adam9","Itga3"
"2268","Adcyap1","Sctr"
"2269","Adgrb1","Rtn4r"
"2270","Adgrb1","Rtn4rl1"
"2271","Adgrb1","Rtn4rl2"
"2272","Adgre5","Cd55"
"2273","Adgre5","Cd55b"
"2274","Adm","Ramp3"
"2275","Adm2","Ramp2"
"2276","Adm2","Ramp3"
"2277","Afdn","Epha7"
"2278","Afdn","Ephb2"
"2279","Afdn","Ephb3"
"2280","Afdn","Ephb6"
"2281","Afdn","F11r"
"2282","Afdn","Nectin1"
"2283","Afdn","Nectin2"
"2284","Afdn","Nectin3"
"2285","Afdn","Nectin4"
"2286","Agrn","Atp1a3"
"2287","Agrn","Lrp4"
"2288","Agrp","Sdc3"
"2289","Ahsg","Insr"
"2290","Alb","Lrp2"
"2291","Alcam","Chl1"
"2292","Alcam","L1cam"
"2293","Alcam","Nrp1"
"2294","Alkal1","Alk"
"2295","Alkal1","Ltk"
"2296","Alkal2","Alk"
"2297","Alkal2","Ltk"
"2298","Ambn","Cd63"
"2299","Amelx","Cd63"
"2300","Amelx","Lamp1"
"2301","Amelx","Lamp2"
"2305","Amh","Egfr"
"2306","Ang5","Plxnb2"
"2307","Ang6","Plxnb2"
"2308","Ang2","Plxnb2"
"2309","Ang3","Plxnb2"
"2310","Ang","Plxnb2"
"2311","Ang4","Plxnb2"
"2312","Angpt1","Itga5"
"2313","Angpt1","Itgb1"
"2314","Angpt2","Tie1"
"2315","Angptl2","Itga5"
"2316","Angptl2","Itgb1"
"2317","Angptl2","Pirb"
"2318","Angptl3","Itga5"
"2319","Angptl3","Itgav"
"2320","Angptl3","Itgb3"
"2321","Anpep","Sele"
"2322","Anxa1","Dysf"
"2323","Anxa1","Egfr"
"2324","Anxa2","Robo4"
"2325","Anxa2","Tlr2"
"2326","Apela","Aplnr"
"2327","Apob","Eno1b"
"2328","Apob","Eno1"
"2329","Apob","Lrp2"
"2330","Apob","Lsr"
"2331","Apob","Olr1"
"2332","Apod","Lepr"
"2333","Apoe","Lrp1"
"2334","Apoe","Lrp2"
"2335","Apoe","Scarb1"
"2336","App","Cav1"
"2337","App","Cd74"
"2338","App","Gpc1"
"2339","App","Lrp1"
"2340","App","Ncstn"
"2341","App","Tnfrsf21"
"2342","Areg","Erbb3"
"2343","Arf1","Chrm3"
"2344","Arf1","Insr"
"2345","Artn","Gfra1"
"2346","a","F11r"
"2347","a","Mc2r"
"2348","Azgp1","Itgav"
"2349","B2m","H2-T22"
"2350","B2m","H2-M10.6"
"2351","B2m","H2-T15"
"2352","B2m","H2-T5"
"2353","B2m","H2-M10.2"
"2354","B2m","H2-T9"
"2355","B2m","H2-D1"
"2356","B2m","H2-Q6"
"2357","B2m","H2-Q7"
"2358","B2m","H2-M10.4"
"2359","B2m","H2-M2"
"2360","B2m","H2-M11"
"2361","B2m","H2-Q1"
"2362","B2m","H2-M5"
"2363","B2m","H2-Q10"
